State,County,Census Tract,Life Expectancy,Life Expectancy Range,Life Expectancy Standard Error
Virginia,"Norfolk city, VA",40.01,84.7,81.7-97.5,2.4614
Virginia,"Norfolk city, VA",40.02,80.5,79.6-81.6,0.7752
Virginia,"Norfolk city, VA",41,63.9,56.9-75.1,2.2137
Virginia,"Norfolk city, VA",42,61.5,56.9-75.1,2.7364
Virginia,"Norfolk city, VA",43,66.8,56.9-75.1,1.6847
Virginia,"Norfolk city, VA",44,69.1,56.9-75.1,2.9508
Virginia,"Norfolk city, VA",45,72.8,56.9-75.1,1.8713
Virginia,"Norfolk city, VA",46,72.7,56.9-75.1,1.9801
Virginia,"Norfolk city, VA",47,,,
Virginia,"Norfolk city, VA",48,,,
Virginia,"Norfolk city, VA",49,84.9,81.7-97.5,2.2381
Virginia,"Norfolk city, VA",50,70.4,56.9-75.1,1.8418
Virginia,"Norfolk city, VA",51,74.4,56.9-75.1,1.8559
Virginia,"Norfolk city, VA",55,74.3,56.9-75.1,1.7097
Virginia,"Norfolk city, VA",56.01,76.3,75.2-77.5,1.0959
Virginia,"Norfolk city, VA",56.02,76.1,75.2-77.5,2.255
Virginia,"Norfolk city, VA",57.01,72.7,56.9-75.1,1.9101
Virginia,"Norfolk city, VA",57.02,72.6,56.9-75.1,1.7061
Virginia,"Norfolk city, VA",58,76.8,75.2-77.5,2.7368
Virginia,"Norfolk city, VA",59.01,72.8,56.9-75.1,1.7767
Virginia,"Norfolk city, VA",59.02,75.7,75.2-77.5,1.5948
Virginia,"Norfolk city, VA",59.03,72.6,56.9-75.1,2.0216
Virginia,"Norfolk city, VA",60,78,77.6-79.5,2.4207
Virginia,"Norfolk city, VA",61,75.2,75.2-77.5,1.1804
Virginia,"Norfolk city, VA",62,72.8,56.9-75.1,1.5694
Virginia,"Norfolk city, VA",64,75.7,75.2-77.5,1.4483
Virginia,"Norfolk city, VA",65.01,,,
Virginia,"Norfolk city, VA",65.02,,,
Virginia,"Norfolk city, VA",66.01,77,75.2-77.5,1.269
Virginia,"Norfolk city, VA",66.02,75.6,75.2-77.5,1.3789
Virginia,"Norfolk city, VA",66.03,77.2,75.2-77.5,1.6959
Virginia,"Norfolk city, VA",66.04,75.8,75.2-77.5,1.0925
Virginia,"Norfolk city, VA",66.05,79.2,77.6-79.5,1.617
Virginia,"Norfolk city, VA",66.06,78.3,77.6-79.5,1.3768
Virginia,"Norfolk city, VA",66.07,78,77.6-79.5,1.8396
Virginia,"Norfolk city, VA",68,74.8,56.9-75.1,1.6178
Virginia,"Norfolk city, VA",69.01,70.1,56.9-75.1,1.4812
Virginia,"Norfolk city, VA",69.02,75.4,75.2-77.5,1.5188
Virginia,"Norfolk city, VA",70.01,76.7,75.2-77.5,3.2221
Virginia,"Norfolk city, VA",70.02,79.8,79.6-81.6,1.7255
Virginia,"Norfolk city, VA",9801,,,
Virginia,"Norfolk city, VA",9802,,,
Virginia,"Norfolk city, VA",9803,,,
Virginia,Norfolk city,9900,,,
Virginia,"Norton city, VA",9601,72.7,56.9-75.1,1.1987
Virginia,"Petersburg city, VA",8101,71.3,56.9-75.1,2.0708
Virginia,"Petersburg city, VA",8103,70.2,56.9-75.1,2.0134
Virginia,"Petersburg city, VA",8104,71.8,56.9-75.1,1.4367
Virginia,"Petersburg city, VA",8105,72.1,56.9-75.1,1.6561
Virginia,"Petersburg city, VA",8106,71.2,56.9-75.1,2.4741
Virginia,"Petersburg city, VA",8107,69.1,56.9-75.1,2.5304
Virginia,"Petersburg city, VA",8109,73.4,56.9-75.1,2.2604
Virginia,"Petersburg city, VA",8110,77.5,75.2-77.5,1.4314
Virginia,"Petersburg city, VA",8111,73.2,56.9-75.1,1.622
Virginia,"Petersburg city, VA",8112,74,56.9-75.1,0.9938
Virginia,"Petersburg city, VA",8113,71.3,56.9-75.1,1.6884
Virginia,"Poquoson city, VA",3401,81.3,79.6-81.6,1.1136
Virginia,"Poquoson city, VA",3402,80,79.6-81.6,1.957
Virginia,"Poquoson city, VA",3403,77.2,75.2-77.5,1.5618
Virginia,Poquoson city,9901,,,
Virginia,"Portsmouth city, VA",2102,,,
Virginia,"Portsmouth city, VA",2103,78.3,77.6-79.5,1.9288
Virginia,"Portsmouth city, VA",2104,78.2,77.6-79.5,2.0659
Virginia,"Portsmouth city, VA",2105,72.8,56.9-75.1,2.6823
Virginia,"Portsmouth city, VA",2106,75.3,75.2-77.5,1.6689
Virginia,"Portsmouth city, VA",2109,75.9,75.2-77.5,1.3026
Virginia,"Portsmouth city, VA",2111,,,
Virginia,"Portsmouth city, VA",2114,72.9,56.9-75.1,1.7441
Virginia,"Portsmouth city, VA",2115,66.1,56.9-75.1,1.95
Virginia,"Portsmouth city, VA",2116,74.4,56.9-75.1,1.4111
Virginia,"Portsmouth city, VA",2117,70.3,56.9-75.1,1.8874
Virginia,"Portsmouth city, VA",2118,67.3,56.9-75.1,1.5909
Virginia,"Portsmouth city, VA",2119,67.9,56.9-75.1,2.1575
Virginia,"Portsmouth city, VA",2120,,,
Virginia,"Portsmouth city, VA",2121,67.6,56.9-75.1,3.6531
Virginia,"Portsmouth city, VA",2123,71.4,56.9-75.1,1.7831
Virginia,"Portsmouth city, VA",2124,71.8,56.9-75.1,1.4951
Virginia,"Portsmouth city, VA",2125,71.6,56.9-75.1,1.4978
Virginia,"Portsmouth city, VA",2126,69.3,56.9-75.1,2.6905
Virginia,"Portsmouth city, VA",2127.01,73.3,56.9-75.1,3.4394
Virginia,"Portsmouth city, VA",2127.02,68.6,56.9-75.1,2.0375
Virginia,"Portsmouth city, VA",2128.01,73.5,56.9-75.1,1.4709
Virginia,"Portsmouth city, VA",2128.02,77.2,75.2-77.5,1.4476
Virginia,"Portsmouth city, VA",2129,,,
Virginia,"Portsmouth city, VA",2130.01,79.7,79.6-81.6,1.3996
Virginia,"Portsmouth city, VA",2130.02,76.6,75.2-77.5,2.5996
Virginia,"Portsmouth city, VA",2131.01,73.2,56.9-75.1,1.6963
Virginia,"Portsmouth city, VA",2131.03,79.2,77.6-79.5,1.4039
Virginia,"Portsmouth city, VA",2131.04,75.9,75.2-77.5,1.5523
Virginia,"Portsmouth city, VA",2132,71.6,56.9-75.1,1.9339
Virginia,"Portsmouth city, VA",9801,,,
Virginia,"Radford city, VA",101.01,,,
Virginia,"Radford city, VA",101.02,,,
Virginia,"Radford city, VA",102,76.5,75.2-77.5,0.7698
Virginia,"Richmond city, VA",102,77.5,75.2-77.5,1.31
Virginia,"Richmond city, VA",103,73.2,56.9-75.1,1.7641
Virginia,"Richmond city, VA",104.01,,,
Virginia,"Richmond city, VA",104.02,75.3,75.2-77.5,1.2314
Virginia,"Richmond city, VA",105,76.6,75.2-77.5,1.1238
Virginia,"Richmond city, VA",106,72.8,56.9-75.1,2.5031
Virginia,"Richmond city, VA",107,71.1,56.9-75.1,1.915
Virginia,"Richmond city, VA",108,70.1,56.9-75.1,1.5884
Virginia,"Richmond city, VA",109,71.3,56.9-75.1,1.9872
Virginia,"Richmond city, VA",110,67.8,56.9-75.1,2.9534
Virginia,"Richmond city, VA",111,77.2,75.2-77.5,2.1138
Virginia,"Richmond city, VA",201,69,56.9-75.1,2.5083
Virginia,"Richmond city, VA",202,68.1,56.9-75.1,1.5374
Virginia,"Richmond city, VA",203,71.3,56.9-75.1,1.2549
Virginia,"Richmond city, VA",204,67.5,56.9-75.1,1.7719
Virginia,"Richmond city, VA",205,,,
Virginia,"Richmond city, VA",206,79,77.6-79.5,1.4099
Virginia,"Richmond city, VA",207,66.8,56.9-75.1,2.7635
Virginia,"Richmond city, VA",208,74.8,56.9-75.1,2.6828
Virginia,"Richmond city, VA",209,67,56.9-75.1,1.7096
Virginia,"Richmond city, VA",210,,,
Virginia,"Richmond city, VA",211,71.5,56.9-75.1,2.8303
Virginia,"Richmond city, VA",212,72.9,56.9-75.1,3.0425
Virginia,"Richmond city, VA",301,71.7,56.9-75.1,2.601
Virginia,"Richmond city, VA",302,78.1,77.6-79.5,2.8264
Virginia,"Richmond city, VA",305,,,
Virginia,"Richmond city, VA",402,,,
Virginia,"Richmond city, VA",403,,,
Virginia,"Richmond city, VA",404,,,
Virginia,"Richmond city, VA",405,80.5,79.6-81.6,1.6725
Virginia,"Richmond city, VA",406,,,
Virginia,"Richmond city, VA",407,78.7,77.6-79.5,2.3518
Virginia,"Richmond city, VA",408,79.5,77.6-79.5,1.7533
Virginia,"Richmond city, VA",409,76.5,75.2-77.5,2.8161
Virginia,"Richmond city, VA",410,80.5,79.6-81.6,2.0019
Virginia,"Richmond city, VA",411,,,
Virginia,"Richmond city, VA",412,,,
Virginia,"Richmond city, VA",413,73.3,56.9-75.1,1.5226
Virginia,"Richmond city, VA",414,73.3,56.9-75.1,2.1147
Virginia,"Richmond city, VA",416,78.7,77.6-79.5,2.3342
Virginia,"Richmond city, VA",501,86.5,81.7-97.5,2.8539
Virginia,"Richmond city, VA",502,82.4,81.7-97.5,2.3798
Virginia,"Richmond city, VA",503,89.3,81.7-97.5,3.9071
Virginia,"Richmond city, VA",504,80.2,79.6-81.6,2.3639
Virginia,"Richmond city, VA",505,83.6,81.7-97.5,2.1857
Virginia,"Richmond city, VA",506,84.3,81.7-97.5,2.3839
Virginia,"Richmond city, VA",602,71.2,56.9-75.1,1.7871
Virginia,"Richmond city, VA",604,,,
Virginia,"Richmond city, VA",605,75.5,75.2-77.5,1.4653
Virginia,"Richmond city, VA",606,80.1,79.6-81.6,2.6745
Virginia,"Richmond city, VA",607,67.2,56.9-75.1,1.2499
Virginia,"Richmond city, VA",608,72.5,56.9-75.1,1.8224
Virginia,"Richmond city, VA",609,72.2,56.9-75.1,2.7818
Virginia,"Richmond city, VA",610,67.3,56.9-75.1,3.9239
Virginia,"Richmond city, VA",701,84.7,81.7-97.5,1.7514
Virginia,"Richmond city, VA",703,74.2,56.9-75.1,1.3966
Virginia,"Richmond city, VA",704,82.5,81.7-97.5,1.2846
Virginia,"Richmond city, VA",706.01,76.4,75.2-77.5,1.6654
Virginia,"Richmond city, VA",706.02,73.8,56.9-75.1,1.8016
Virginia,"Richmond city, VA",707,75.7,75.2-77.5,1.9568
Virginia,"Richmond city, VA",708.01,75.3,75.2-77.5,1.5827
Virginia,"Richmond city, VA",708.02,73.8,56.9-75.1,1.7873
Virginia,"Richmond city, VA",709,74,56.9-75.1,0.9419
Virginia,"Richmond city, VA",710.01,73.2,56.9-75.1,1.31
Virginia,"Richmond city, VA",710.02,76.8,75.2-77.5,1.7975
Virginia,"Richmond city, VA",711,76.1,75.2-77.5,1.1347
Virginia,"Roanoke city, VA",1,74.8,56.9-75.1,1.6514
Virginia,"Roanoke city, VA",3,76,75.2-77.5,1.7845
Virginia,"Roanoke city, VA",4,75,56.9-75.1,1.4487
Virginia,"Roanoke city, VA",5,73.3,56.9-75.1,1.4676
Virginia,"Roanoke city, VA",6.01,74.2,56.9-75.1,1.6276
Virginia,"Roanoke city, VA",6.02,74.4,56.9-75.1,1.6754
Virginia,"Roanoke city, VA",9,72.3,56.9-75.1,1.9342
Virginia,"Roanoke city, VA",10,70.3,56.9-75.1,2.3198
Virginia,"Roanoke city, VA",11,,,
Virginia,"Roanoke city, VA",12,74.5,56.9-75.1,1.1546
Virginia,"Roanoke city, VA",18,75.6,75.2-77.5,1.6161
Virginia,"Roanoke city, VA",19,76.2,75.2-77.5,1.5577
Virginia,"Roanoke city, VA",21,76.6,75.2-77.5,1.3296
Virginia,"Roanoke city, VA",22,74.1,56.9-75.1,1.4459
Virginia,"Roanoke city, VA",23,77.3,75.2-77.5,1.3718
Virginia,"Roanoke city, VA",24,72.6,56.9-75.1,1.6906
Virginia,"Roanoke city, VA",25,71.1,56.9-75.1,1.2909
Virginia,"Roanoke city, VA",26,68.4,56.9-75.1,1.7646
Virginia,"Roanoke city, VA",27,72.3,56.9-75.1,1.2216
Virginia,"Roanoke city, VA",28,73.9,56.9-75.1,1.2732
Virginia,"Roanoke city, VA",29,83.6,81.7-97.5,1.5619
Virginia,"Roanoke city, VA",30,78.2,77.6-79.5,1.6011
Virginia,"Roanoke city, VA",31,80.9,79.6-81.6,1.4593
Virginia,"Salem city, VA",101,77.9,77.6-79.5,1.489
Virginia,"Salem city, VA",102,78.2,77.6-79.5,1.1062
Virginia,"Salem city, VA",103,70.8,56.9-75.1,1.2005
Virginia,"Salem city, VA",105.01,77.7,77.6-79.5,1.6458
Virginia,"Salem city, VA",105.02,78.2,77.6-79.5,1.4097
Virginia,"Staunton city, VA",1,78.4,77.6-79.5,1.7956
Virginia,"Staunton city, VA",2,72.1,56.9-75.1,1.4382
Virginia,"Staunton city, VA",3,75.2,75.2-77.5,1.4493
Virginia,"Staunton city, VA",4,77.6,77.6-79.5,0.9143
Virginia,"Staunton city, VA",5,74.4,56.9-75.1,1.3069
Virginia,"Staunton city, VA",6,78.3,77.6-79.5,1.652
Virginia,"Suffolk city, VA",651,73.3,56.9-75.1,1.9894
Virginia,"Suffolk city, VA",652,72.2,56.9-75.1,1.902
Virginia,"Suffolk city, VA",653,73.1,56.9-75.1,1.8613
Virginia,"Suffolk city, VA",654,71.8,56.9-75.1,1.4631
Virginia,"Suffolk city, VA",655,70.1,56.9-75.1,1.7725
Virginia,"Suffolk city, VA",751.01,74.6,56.9-75.1,2.2291
Virginia,"Suffolk city, VA",751.02,79.7,79.6-81.6,1.9486
Virginia,"Suffolk city, VA",752.01,80.7,79.6-81.6,1.647
Virginia,"Suffolk city, VA",752.02,,,
Virginia,"Suffolk city, VA",752.03,81.3,79.6-81.6,2.7123
Virginia,"Suffolk city, VA",752.04,78.6,77.6-79.5,2.0734
Virginia,"Suffolk city, VA",753.01,77.9,77.6-79.5,1.6034
Virginia,"Suffolk city, VA",753.02,75.8,75.2-77.5,1.6695
Virginia,"Suffolk city, VA",754.01,79,77.6-79.5,1.7404
Virginia,"Suffolk city, VA",754.02,76.1,75.2-77.5,2.1993
Virginia,"Suffolk city, VA",754.03,79.1,77.6-79.5,1.6979
Virginia,"Suffolk city, VA",754.04,,,
Virginia,"Suffolk city, VA",754.05,79.1,77.6-79.5,1.2572
Virginia,"Suffolk city, VA",755.01,74.9,56.9-75.1,1.4988
Virginia,"Suffolk city, VA",755.02,81.1,79.6-81.6,2.4949
Virginia,"Suffolk city, VA",756.01,73.6,56.9-75.1,1.1072
Virginia,"Suffolk city, VA",756.02,79.9,79.6-81.6,2.7556
Virginia,"Suffolk city, VA",757.01,73.5,56.9-75.1,2.6842
Virginia,"Suffolk city, VA",757.02,77,75.2-77.5,1.5646
Virginia,"Suffolk city, VA",757.03,72.3,56.9-75.1,2.6292
Virginia,"Suffolk city, VA",758.01,77.3,75.2-77.5,1.9691
Virginia,"Suffolk city, VA",758.02,74.6,56.9-75.1,2.5634
Virginia,"Suffolk city, VA",758.03,75.3,75.2-77.5,3.305
Virginia,"Virginia Beach city, VA",400,,,
Virginia,"Virginia Beach city, VA",402,73.8,56.9-75.1,1.2159
Virginia,"Virginia Beach city, VA",404.02,76.9,75.2-77.5,2.0953
Virginia,"Virginia Beach city, VA",404.03,75.5,75.2-77.5,1.2088
Virginia,"Virginia Beach city, VA",404.04,79.7,79.6-81.6,1.1513
Virginia,"Virginia Beach city, VA",406,74.9,56.9-75.1,1.3886
Virginia,"Virginia Beach city, VA",408.01,75.5,75.2-77.5,1.2297
Virginia,"Virginia Beach city, VA",408.02,76.4,75.2-77.5,1.6705
Virginia,"Virginia Beach city, VA",410.02,74.9,56.9-75.1,2.1734
Virginia,"Virginia Beach city, VA",410.03,77.8,77.6-79.5,1.5397
Virginia,"Virginia Beach city, VA",410.04,74.4,56.9-75.1,1.5212
Virginia,"Virginia Beach city, VA",412,77.6,77.6-79.5,1.3364
Virginia,"Virginia Beach city, VA",414,82.4,81.7-97.5,1.3406
Virginia,"Virginia Beach city, VA",416,79.1,77.6-79.5,1.2735
Virginia,"Virginia Beach city, VA",418.01,79.8,79.6-81.6,2.1289
Virginia,"Virginia Beach city, VA",418.02,80.7,79.6-81.6,1.7508
Virginia,"Virginia Beach city, VA",420,,,
Virginia,"Virginia Beach city, VA",422.01,,,
Virginia,"Virginia Beach city, VA",422.02,79.6,79.6-81.6,1.3743
Virginia,"Virginia Beach city, VA",424,78.7,77.6-79.5,1.4019
Virginia,"Virginia Beach city, VA",426,79.4,77.6-79.5,1.9387
Virginia,"Virginia Beach city, VA",428.01,76.4,75.2-77.5,1.4331
Virginia,"Virginia Beach city, VA",428.02,74.3,56.9-75.1,1.7645
Virginia,"Virginia Beach city, VA",430.02,80.2,79.6-81.6,1.6449
Virginia,"Virginia Beach city, VA",430.03,83.4,81.7-97.5,2.0892
Virginia,"Virginia Beach city, VA",430.04,82.6,81.7-97.5,1.6699
Virginia,"Virginia Beach city, VA",432,,,
Virginia,"Virginia Beach city, VA",434,,,
Virginia,"Virginia Beach city, VA",436,83.3,81.7-97.5,2.0597
Virginia,"Virginia Beach city, VA",438,86.1,81.7-97.5,2.7226
Virginia,"Virginia Beach city, VA",440.01,77.5,75.2-77.5,1.9061
Virginia,"Virginia Beach city, VA",440.03,80.3,79.6-81.6,2.0632
Virginia,"Virginia Beach city, VA",440.04,77.5,75.2-77.5,1.6947
Virginia,"Virginia Beach city, VA",442,76.2,75.2-77.5,1.961
Virginia,"Virginia Beach city, VA",444.01,80.9,79.6-81.6,1.5203
Virginia,"Virginia Beach city, VA",444.02,80.5,79.6-81.6,1.9324
Virginia,"Virginia Beach city, VA",446,78.6,77.6-79.5,1.018
Virginia,"Virginia Beach city, VA",448.05,76.9,75.2-77.5,3.456
Virginia,"Virginia Beach city, VA",448.06,73.2,56.9-75.1,2.0578
Virginia,"Virginia Beach city, VA",448.07,76.1,75.2-77.5,1.7607
Virginia,"Virginia Beach city, VA",448.08,77.8,77.6-79.5,2.0494
Virginia,"Virginia Beach city, VA",450,,,
Virginia,"Virginia Beach city, VA",452,,,
Virginia,"Virginia Beach city, VA",454.05,79.6,79.6-81.6,2.5195
Virginia,"Virginia Beach city, VA",454.06,76.7,75.2-77.5,1.4396
Virginia,"Virginia Beach city, VA",454.07,79.1,77.6-79.5,2.9835
Virginia,"Virginia Beach city, VA",454.08,77.6,77.6-79.5,1.9851
Virginia,"Virginia Beach city, VA",454.12,,,
Virginia,"Virginia Beach city, VA",454.14,,,
Virginia,"Virginia Beach city, VA",454.15,78.5,77.6-79.5,2.3595
Virginia,"Virginia Beach city, VA",454.17,80.8,79.6-81.6,2.2107
Virginia,"Virginia Beach city, VA",454.2,76.2,75.2-77.5,1.867
Virginia,"Virginia Beach city, VA",454.21,80.4,79.6-81.6,3.1343
Virginia,"Virginia Beach city, VA",454.22,78.6,77.6-79.5,1.3322
Virginia,"Virginia Beach city, VA",454.23,83.1,81.7-97.5,1.6364
Virginia,"Virginia Beach city, VA",454.24,,,
Virginia,"Virginia Beach city, VA",454.25,80.7,79.6-81.6,1.8533
Virginia,"Virginia Beach city, VA",454.26,81.1,79.6-81.6,2.7828
Virginia,"Virginia Beach city, VA",454.27,80.2,79.6-81.6,3.4243
Virginia,"Virginia Beach city, VA",454.28,77.8,77.6-79.5,1.7582
Virginia,"Virginia Beach city, VA",456.01,81.5,79.6-81.6,1.709
Virginia,"Virginia Beach city, VA",456.03,80.8,79.6-81.6,3.8656
Virginia,"Virginia Beach city, VA",456.04,74.3,56.9-75.1,1.3227
Virginia,"Virginia Beach city, VA",458.01,76.8,75.2-77.5,1.3739
Virginia,"Virginia Beach city, VA",458.03,80.1,79.6-81.6,2.0364
Virginia,"Virginia Beach city, VA",458.05,74.5,56.9-75.1,1.789
Virginia,"Virginia Beach city, VA",458.06,80,79.6-81.6,2.7735
Virginia,"Virginia Beach city, VA",458.07,76.9,75.2-77.5,1.5913
Virginia,"Virginia Beach city, VA",458.08,76,75.2-77.5,2.7199
Virginia,"Virginia Beach city, VA",458.09,77.8,77.6-79.5,1.5552
Virginia,"Virginia Beach city, VA",458.1,72.9,56.9-75.1,2.5135
Virginia,"Virginia Beach city, VA",460.02,78,77.6-79.5,2.7896
Virginia,"Virginia Beach city, VA",460.05,79.8,79.6-81.6,1.3172
Virginia,"Virginia Beach city, VA",460.06,78.1,77.6-79.5,1.1477
Virginia,"Virginia Beach city, VA",460.09,82.2,81.7-97.5,1.6769
Virginia,"Virginia Beach city, VA",460.1,77.2,75.2-77.5,1.4353
Virginia,"Virginia Beach city, VA",460.11,76.7,75.2-77.5,1.6266
Virginia,"Virginia Beach city, VA",460.12,76.6,75.2-77.5,2.2636
Virginia,"Virginia Beach city, VA",460.13,75.8,75.2-77.5,1.5764
Virginia,"Virginia Beach city, VA",460.14,76.5,75.2-77.5,2.2573
Virginia,"Virginia Beach city, VA",460.15,,,
Virginia,"Virginia Beach city, VA",460.16,80,79.6-81.6,1.5656
Virginia,"Virginia Beach city, VA",462.04,78.5,77.6-79.5,1.1564
Virginia,"Virginia Beach city, VA",462.06,80.4,79.6-81.6,1.5149
Virginia,"Virginia Beach city, VA",462.07,79.3,77.6-79.5,1.7996
Virginia,"Virginia Beach city, VA",462.11,79.6,79.6-81.6,1.5129
Virginia,"Virginia Beach city, VA",462.12,79.6,79.6-81.6,1.8969
Virginia,"Virginia Beach city, VA",462.13,,,
Virginia,"Virginia Beach city, VA",462.14,,,
Virginia,"Virginia Beach city, VA",462.16,78.9,77.6-79.5,2.5849
Virginia,"Virginia Beach city, VA",462.17,78.2,77.6-79.5,1.7299
Virginia,"Virginia Beach city, VA",462.19,,,
Virginia,"Virginia Beach city, VA",462.2,76.4,75.2-77.5,0.8017
Virginia,"Virginia Beach city, VA",462.21,75.8,75.2-77.5,1.2979
Virginia,"Virginia Beach city, VA",462.22,82.7,81.7-97.5,2.3471
Virginia,"Virginia Beach city, VA",462.23,80.7,79.6-81.6,2.2525
Virginia,"Virginia Beach city, VA",462.24,81.6,79.6-81.6,3.9709
Virginia,"Virginia Beach city, VA",462.25,79.1,77.6-79.5,1.8442
Virginia,"Virginia Beach city, VA",464,76.9,75.2-77.5,0.9556
Virginia,Virginia Beach city,9901,,,
Virginia,"Waynesboro city, VA",31,68.1,56.9-75.1,2.1619
Virginia,"Waynesboro city, VA",32,74.4,56.9-75.1,1.2194
Virginia,"Waynesboro city, VA",33,76,75.2-77.5,1.6372
Virginia,"Waynesboro city, VA",34,79.9,79.6-81.6,1.3241
Virginia,"Waynesboro city, VA",35,77.6,77.6-79.5,1.6922
Virginia,"Williamsburg city, VA",3701,80.4,79.6-81.6,1.1806
Virginia,"Williamsburg city, VA",3702,75.6,75.2-77.5,1.5898
Virginia,"Williamsburg city, VA",3703,78.6,77.6-79.5,0.9443
Virginia,"Winchester city, VA",1,74.5,56.9-75.1,1.369
Virginia,"Winchester city, VA",2.01,82.2,81.7-97.5,2.0388
Virginia,"Winchester city, VA",2.02,82.8,81.7-97.5,1.5941
Virginia,"Winchester city, VA",3.01,72.9,56.9-75.1,1.328
Virginia,"Winchester city, VA",3.02,77.4,75.2-77.5,1.2386
